iter	MultiClass
0	1.022730569
1	0.9588549135
2	0.8979184741
3	0.8443493933
4	0.7992903714
5	0.7623815472
6	0.7206018377
7	0.6889510852
8	0.6535914938
9	0.6289567468
10	0.6045045325
11	0.5790757145
12	0.559061564
13	0.536684518
14	0.5138630373
15	0.4947879053
16	0.4739251486
17	0.4552548055
18	0.4393366319
19	0.4231260884
20	0.4081468709
21	0.39533387
22	0.3837963749
23	0.372739603
24	0.3611819982
25	0.3515633193
26	0.3431449329
27	0.3310405356
28	0.3231345656
29	0.3151759301
30	0.3067298841
31	0.2986467467
32	0.2907267613
33	0.2844856812
34	0.2770926272
35	0.26968189
36	0.2631335814
37	0.2576844051
38	0.2531076927
39	0.2486410209
40	0.2438133036
41	0.2388188035
42	0.2347098612
43	0.2303529676
44	0.2251604606
45	0.2220864468
46	0.2181280475
47	0.2138471005
48	0.2089459086
49	0.2058295702
50	0.2011572057
51	0.1975059708
52	0.1935326682
53	0.1905964568
54	0.1877500999
55	0.1838601835
56	0.1808136895
57	0.1781972398
58	0.1748657136
59	0.1722696983
60	0.1697106863
61	0.1672487903
62	0.1640765182
63	0.1620307628
64	0.1593120246
65	0.157238068
66	0.1553252715
67	0.1529140283
68	0.1503485036
69	0.1477658828
70	0.1458444822
71	0.1438748056
72	0.1420522432
73	0.1401397677
74	0.1378801269
75	0.1358352476
76	0.1336562543
77	0.1320158115
78	0.1304601789
79	0.1282890409
80	0.1263266594
81	0.1246084667
82	0.1227544681
83	0.1213459147
84	0.119973254
85	0.1186736759
86	0.1173635579
87	0.1160660114
88	0.1148041108
89	0.113532446
90	0.1127005415
91	0.111691883
92	0.1105471401
93	0.1094414715
94	0.1083834807
95	0.1071708409
96	0.1058027033
97	0.1043601908
98	0.1031848242
99	0.1022108043
100	0.1013137931
101	0.100337318
102	0.09937088156
103	0.09823712231
104	0.097034417
105	0.09609129317
106	0.09518467296
107	0.09410233496
108	0.09315224238
109	0.09230405576
110	0.09148231098
111	0.09066267341
112	0.08958179192
113	0.08866953488
114	0.08804946167
115	0.0873855131
116	0.08657374636
117	0.08570789897
118	0.08496066711
119	0.08434638742
120	0.08373210513
121	0.08289282121
122	0.08203737079
123	0.08108772956
124	0.08038357753
125	0.07956439745
126	0.07895906039
127	0.0783933525
128	0.07782303895
129	0.07727458607
130	0.07650504198
131	0.07592368015
132	0.07524905233
133	0.07440925296
134	0.07385590599
135	0.07305611808
136	0.07252070562
137	0.07192840911
138	0.07124495667
139	0.07073705852
140	0.07011100084
141	0.06956981287
142	0.06901886475
143	0.06845866555
144	0.06794293156
145	0.0675284986
146	0.06700573229
147	0.06657327278
148	0.0661044838
149	0.06570817515
150	0.06521819826
151	0.06479591073
152	0.06441776121
153	0.06399778007
154	0.06356893554
155	0.06304265412
156	0.06252653002
157	0.06204054922
158	0.06156440022
159	0.06119823989
160	0.06083885459
161	0.06039254046
162	0.06004203683
163	0.0595527559
164	0.05911673219
165	0.05869075035
166	0.05811542928
167	0.05772900399
168	0.05736002801
169	0.05701432272
170	0.05661558053
171	0.05620124234
172	0.05582446744
173	0.0554536551
174	0.05510124365
175	0.05477450013
176	0.05436472612
177	0.05401369471
178	0.05362018705
179	0.05328660143
180	0.05293540733
181	0.05269110841
182	0.05236578507
183	0.05206035715
184	0.05172131647
185	0.05132735979
186	0.05097641787
187	0.05072327243
188	0.0503876977
189	0.05003557384
190	0.04973545725
191	0.04948991485
192	0.04918667919
193	0.0488542892
194	0.04858899483
195	0.04830310774
196	0.04801811502
197	0.04775560958
198	0.04739821793
199	0.04713677314
200	0.0468934916
201	0.04661758137
202	0.04624719076
203	0.04591086202
204	0.04565438896
205	0.04540369214
206	0.04518302563
207	0.04493667624
208	0.04467794708
209	0.04444745503
210	0.04420905825
211	0.04400061872
212	0.04379849462
213	0.04357080411
214	0.04331427288
215	0.04306514915
216	0.04282578
217	0.04260703441
218	0.04228845824
219	0.04211637682
220	0.04187796064
221	0.04163714674
222	0.04142645166
223	0.04119892915
224	0.04096067608
225	0.04071300624
226	0.04052297695
227	0.04035079454
228	0.04014373095
229	0.03994155674
230	0.03973709465
231	0.0395437677
232	0.03936945218
233	0.03916237248
234	0.03896931527
235	0.03880179002
236	0.03860499228
237	0.03841751342
238	0.03816034944
239	0.03801075419
240	0.03782939088
241	0.0376142755
242	0.03742317866
243	0.03727416141
244	0.03710379242
245	0.0369071131
246	0.03671609569
247	0.03653796978
248	0.03638436856
249	0.03622517381
250	0.03608185187
251	0.03585563072
252	0.03574627589
253	0.03559641141
254	0.03543948016
255	0.03525756606
256	0.03507848739
257	0.03494706637
258	0.03478859169
259	0.03466165051
260	0.03453777644
261	0.03443114184
262	0.03428501228
263	0.03411311751
264	0.03387023422
265	0.03373288362
266	0.03355994382
267	0.03344430974
268	0.03333208499
269	0.03318480599
270	0.03300187092
271	0.03288935637
272	0.03279050598
273	0.0326482086
274	0.03249355809
275	0.03238995595
276	0.03223037981
277	0.03209202738
278	0.03189500957
279	0.0317763125
280	0.0316153151
281	0.03150423672
282	0.03136737699
283	0.03124423934
284	0.03109865337
285	0.03099851289
286	0.03088063193
287	0.03076569319
288	0.03061440276
289	0.03048613761
290	0.03036047384
291	0.03023210229
292	0.03013339016
293	0.03001893834
294	0.02988933818
295	0.02976246791
296	0.02966607979
297	0.02955155533
298	0.02945101094
299	0.02932026171
300	0.02918311077
301	0.02906798323
302	0.02896391654
303	0.02880828846
304	0.02870992629
305	0.02862062075
306	0.02851526269
307	0.02842695522
308	0.02833665265
309	0.02822051287
310	0.02810739104
311	0.02801788158
312	0.02792162726
313	0.02782710247
314	0.02772615232
315	0.02765113989
316	0.02753685627
317	0.0274355482
318	0.02733923338
319	0.02720937533
320	0.02711397836
321	0.02704348175
322	0.02695197929
323	0.02688800571
324	0.02679675944
325	0.02669556865
326	0.02662337334
327	0.02652434906
328	0.02641797828
329	0.02633561112
330	0.02622419139
331	0.02615345475
332	0.02607318885
333	0.02598297097
334	0.025904985
335	0.02582615344
336	0.0257205038
337	0.02562894854
338	0.02554305031
339	0.02546996892
340	0.02538972179
341	0.02529143601
342	0.02521931304
343	0.02511788853
344	0.02502374948
345	0.0249528295
346	0.02488439702
347	0.02482360675
348	0.02473558891
349	0.02465639275
350	0.0245677885
351	0.02448946383
352	0.02441723901
353	0.02430716084
354	0.02422198175
355	0.02415002372
356	0.02406617154
357	0.02399571929
358	0.0239251065
359	0.02385576839
360	0.0237847394
361	0.02370343166
362	0.02359570854
363	0.02353797547
364	0.02345846579
365	0.02336952214
366	0.0232356194
367	0.02317211889
368	0.02307107679
369	0.0230082536
370	0.02293934985
371	0.02286949931
372	0.02279707155
373	0.02272681199
374	0.02266640108
375	0.02257433978
376	0.02248711645
377	0.02239998996
378	0.02233534947
379	0.02227432293
380	0.02220307703
381	0.02214936582
382	0.02208870151
383	0.02203666313
384	0.02194413324
385	0.02188871178
386	0.02183573163
387	0.02177482393
388	0.02170813926
389	0.02165568373
390	0.0215987264
391	0.02153095416
392	0.02147693848
393	0.02138928042
394	0.02132640416
395	0.02122401145
396	0.02117328332
397	0.02109394294
398	0.02103335798
399	0.0209234694
400	0.02087452938
401	0.02079214151
402	0.02073693518
403	0.02068973982
404	0.02061814706
405	0.02055934279
406	0.02050117829
407	0.02042534086
408	0.02037624372
409	0.02031327166
410	0.02025815846
411	0.02019128224
412	0.02013696928
413	0.02007204486
414	0.02000898117
415	0.01996920968
416	0.01988902625
417	0.01982401976
418	0.01976610711
419	0.01971234817
420	0.01964991623
421	0.01959906283
422	0.01954755978
423	0.0194904862
424	0.01944022445
425	0.01939481728
426	0.01933330464
427	0.01927433324
428	0.01921215506
429	0.01915426397
430	0.01911233253
431	0.01906525193
432	0.01902859125
433	0.01899013994
434	0.01893292679
435	0.01886968593
436	0.01882932748
437	0.01875783076
438	0.01869995021
439	0.01864613632
440	0.0185900915
441	0.01853578208
442	0.01848854343
443	0.01844506436
444	0.01837941457
445	0.01832455893
446	0.01826901507
447	0.01822164944
448	0.01816747547
449	0.01812580451
450	0.01808978844
451	0.01804037131
452	0.01800256685
453	0.01796595629
454	0.01792067915
455	0.01788406412
456	0.0178157626
457	0.01775790382
458	0.01771160447
459	0.01766159334
460	0.01762656964
461	0.01758049958
462	0.01754307957
463	0.01750384467
464	0.01745577727
465	0.01741679538
466	0.01737835256
467	0.01732778198
468	0.01729063601
469	0.01725102878
470	0.01720302111
471	0.01717303755
472	0.01713257807
473	0.01707653764
474	0.01703423912
475	0.0169948959
476	0.0169700732
477	0.01693778956
478	0.01689678725
479	0.01683838096
480	0.01680395537
481	0.01676632765
482	0.01671265912
483	0.01668273857
484	0.01664471313
485	0.01660742088
486	0.01656888795
487	0.01652453222
488	0.01648690528
489	0.0164460737
490	0.01641733862
491	0.01638029335
492	0.01633761074
493	0.01629710262
494	0.01626820363
495	0.016230748
496	0.0161804748
497	0.01614905257
498	0.01611518648
499	0.01607415711
500	0.0160328986
501	0.01600244947
502	0.01596735014
503	0.01593699873
504	0.01589579568
505	0.01585700392
506	0.01580729978
507	0.01576235286
508	0.01572160902
509	0.01568973903
510	0.01565792542
511	0.01562905578
512	0.01560055649
513	0.01557292487
514	0.01552416549
515	0.01548984392
516	0.01546231288
517	0.01543237432
518	0.01540276524
519	0.01537154673
520	0.015340573
521	0.0153002315
522	0.01525087925
523	0.01521306481
524	0.01518525624
525	0.01514219512
526	0.01509585075
527	0.01504915538
528	0.01502086203
529	0.0149762807
530	0.01495042489
531	0.01491934926
532	0.01485809684
533	0.0148247831
534	0.01477901803
535	0.01475094441
536	0.01471716502
537	0.0146922425
538	0.01465699313
539	0.01462845971
540	0.01458740084
541	0.01455226545
542	0.01452587823
543	0.01449214424
544	0.01444641866
545	0.01440713621
546	0.01437708775
547	0.01434302158
548	0.01431799888
549	0.014287901
550	0.01426010393
551	0.01423173493
552	0.01420326253
553	0.01417648643
554	0.01415590568
555	0.01412721777
556	0.01410152029
557	0.01407730776
558	0.01405322429
559	0.0140279525
560	0.01399416126
561	0.0139675858
562	0.01392925367
563	0.01389630567
564	0.01386765061
565	0.01384346198
566	0.01381694247
567	0.0137834058
568	0.01375085668
569	0.01372902921
570	0.01370822389
571	0.01367700208
572	0.01364486676
573	0.0136147789
574	0.01357854899
575	0.0135452903
576	0.01351698994
577	0.01348478522
578	0.01345388769
579	0.0134275735
580	0.01339693836
581	0.013371204
582	0.01334692014
583	0.01332261716
584	0.01330460976
585	0.01328606835
586	0.01326127576
587	0.01323587832
588	0.01321436486
589	0.01319099097
590	0.01315778155
591	0.0131341222
592	0.01310735576
593	0.01306894356
594	0.0130460254
595	0.01301047
596	0.01298813937
597	0.01296797937
598	0.01294220166
599	0.01291453397
